NP_250241.1|PA1550	96432ae5ac6425755c608d6b69f709f6	179	Pfam	PF05751	FixH	12	155	1.0E-38	T	05-02-2023	IPR008620	Nitrogen fixation protein FixH	-
NP_252264.1|PA3574	2a4404b3476d6b758615ab8b9c7cfbe0	212	FunFam	G3DSA:1.10.10.60:FF:000141	TetR family transcriptional regulator	8	59	3.8E-15	T	05-02-2023	-	-
NP_254155.1|PA5468	24fc046b975bb0ce82c9759f85b0eb58	434	Pfam	PF03600	Citrate transporter	13	377	2.5E-53	T	05-02-2023	IPR004680	Citrate transporter-like domain	GO:0016020|GO:0055085
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	FunFam	G3DSA:3.30.565.10:FF:000032	Phosphate regulon sensor histidine kinase PhoR	282	436	2.0E-62	T	05-02-2023	-	-
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	PANTHER	PTHR45453	PHOSPHATE REGULON SENSOR PROTEIN PHOR	10	436	0.0	T	05-02-2023	-	-
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	CDD	cd00082	HisKA	207	262	1.12735E-13	T	05-02-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	322	430	1.1E-24	T	05-02-2023	IPR003594	Histidine kinase/HSP90-like ATPase	-
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	Pfam	PF11808	Phosphate regulon sensor protein PhoR	9	94	4.7E-28	T	05-02-2023	IPR021766	Phosphate regulon sensor protein PhoR	GO:0000155|GO:0000160|GO:0004721
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	SUPERFAMILY	SSF55785	PYP-like sensor domain (PAS domain)	113	208	1.12E-7	T	05-02-2023	IPR035965	PAS domain superfamily	-
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	CDD	cd16952	HATPase_EcPhoR-like	326	433	2.49875E-69	T	05-02-2023	-	-
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	SUPERFAMILY	SSF47384	Homodimeric domain of signal transducing histidine kinase	195	276	7.65E-22	T	05-02-2023	IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	GO:0000155|GO:0007165
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	FunFam	G3DSA:1.10.287.130:FF:000001	Two-component sensor histidine kinase	205	277	2.2E-25	T	05-02-2023	-	-
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	209	275	1.0E-18	T	05-02-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	Pfam	PF00989	PAS fold	102	156	1.7E-5	T	05-02-2023	IPR013767	PAS fold	GO:0006355
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	265	429	1.57E-40	T	05-02-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	-
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	CDD	cd00130	PAS	111	219	2.43328E-5	T	05-02-2023	IPR000014	PAS domain	-
NP_254048.1|PA5361	a905ba48ac467246d54f7e3c1bfab724	443	FunFam	G3DSA:3.30.450.20:FF:000076	Phosphate regulon sensor histidine kinase PhoR	86	204	1.4E-71	T	05-02-2023	-	-
NP_253108.1|PA4418	d8b043b32f68e128b57490b817a9f3ec	579	FunFam	G3DSA:3.90.1310.10:FF:000003	Peptidoglycan D,D-transpeptidase FtsI	50	221	4.8E-78	T	05-02-2023	-	-
NP_253108.1|PA4418	d8b043b32f68e128b57490b817a9f3ec	579	Pfam	PF03717	Penicillin-binding Protein dimerisation domain	58	207	2.2E-17	T	05-02-2023	IPR005311	Penicillin-binding protein, dimerisation domain	GO:0008658
NP_253108.1|PA4418	d8b043b32f68e128b57490b817a9f3ec	579	Pfam	PF00905	Penicillin binding protein transpeptidase domain	247	546	4.4E-86	T	05-02-2023	IPR001460	Penicillin-binding protein, transpeptidase	GO:0008658
NP_253108.1|PA4418	d8b043b32f68e128b57490b817a9f3ec	579	PANTHER	PTHR30627	PEPTIDOGLYCAN D,D-TRANSPEPTIDASE	11	559	0.0	T	05-02-2023	-	-
NP_253108.1|PA4418	d8b043b32f68e128b57490b817a9f3ec	579	SUPERFAMILY	SSF56601	beta-lactamase/transpeptidase-like	174	561	8.54E-92	T	05-02-2023	IPR012338	Beta-lactamase/transpeptidase-like	-
NP_253108.1|PA4418	d8b043b32f68e128b57490b817a9f3ec	579	SUPERFAMILY	SSF56519	Penicillin binding protein dimerisation domain	54	221	1.83E-44	T	05-02-2023	IPR036138	Penicillin-binding protein, dimerisation domain superfamily	GO:0008658
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	FunFam	G3DSA:1.10.10.60:FF:000260	Fis family transcriptional regulator	412	483	1.1E-37	T	05-02-2023	-	-
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	FunFam	G3DSA:3.40.50.300:FF:000006	DNA-binding transcriptional regulator NtrC	137	316	3.3E-83	T	05-02-2023	-	-
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	CDD	cd00009	AAA	165	308	1.19689E-23	T	05-02-2023	-	-
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	146	387	4.57E-71	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	Pfam	PF06490	Flagellar regulatory protein FleQ	6	123	1.3E-29	T	05-02-2023	IPR010518	Flagellar regulatory FleQ	-
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	SUPERFAMILY	SSF46689	Homeodomain-like	434	480	1.7E-9	T	05-02-2023	IPR009057	Homeobox-like domain superfamily	-
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	SUPERFAMILY	SSF52172	CheY-like	3	188	8.08E-10	T	05-02-2023	IPR011006	CheY-like superfamily	-
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	FunFam	G3DSA:1.10.8.60:FF:000037	Sigma-54-dependent Fis family transcriptional regulator	318	394	2.1E-51	T	05-02-2023	-	-
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	PANTHER	PTHR32071	TRANSCRIPTIONAL REGULATORY PROTEIN	5	484	0.0	T	05-02-2023	-	-
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	Pfam	PF02954	Bacterial regulatory protein, Fis family	438	478	1.0E-12	T	05-02-2023	IPR002197	DNA binding HTH domain,  Fis-type	GO:0043565
NP_249788.1|PA1097	8062ef7305f5987b36d342680dedd65b	490	Pfam	PF00158	Sigma-54 interaction domain	146	313	7.0E-76	T	05-02-2023	IPR002078	RNA polymerase sigma factor 54 interaction domain	GO:0005524|GO:0006355|GO:0008134
NP_251385.1|PA2695	30b8d81d0b1675adccc1466fc1e0c2a3	367	Pfam	PF07759	Protein of unknown function (DUF1615)	49	363	0.0	T	05-02-2023	IPR011673	Protein of unknown function DUF1615	-
NP_249928.1|PA1237	8b398e6424afaa9d2a0cd8d4418f6092	383	Pfam	PF13533	Biotin-lipoyl like	65	109	2.4E-10	T	05-02-2023	IPR039562	Membrane fusion protein, biotin-lipoyl like domain	-
NP_249928.1|PA1237	8b398e6424afaa9d2a0cd8d4418f6092	383	Pfam	PF13437	HlyD family secretion protein	245	363	5.6E-13	T	05-02-2023	-	-
NP_249928.1|PA1237	8b398e6424afaa9d2a0cd8d4418f6092	383	PANTHER	PTHR30386	MEMBRANE FUSION SUBUNIT OF EMRAB-TOLC MULTIDRUG EFFLUX PUMP	13	376	6.0E-70	T	05-02-2023	-	-
NP_249928.1|PA1237	8b398e6424afaa9d2a0cd8d4418f6092	383	SUPERFAMILY	SSF111369	HlyD-like secretion proteins	196	296	2.09E-10	T	05-02-2023	-	-
NP_249928.1|PA1237	8b398e6424afaa9d2a0cd8d4418f6092	383	SUPERFAMILY	SSF111369	HlyD-like secretion proteins	63	137	8.11E-9	T	05-02-2023	-	-
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	317	598	3.02E-53	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	Pfam	PF17191	RecG wedge domain	12	170	4.0E-14	T	05-02-2023	IPR033454	RecG, wedge domain	-
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	7	172	2.06E-35	T	05-02-2023	IPR012340	Nucleic acid-binding, OB-fold	-
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	PANTHER	PTHR47964	ATP-DEPENDENT DNA HELICASE HOMOLOG RECG, CHLOROPLASTIC	8	671	0.0	T	05-02-2023	IPR047112	ATP-dependent DNA helicase RecG/Transcription-repair-coupling factor	GO:0006281
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	Pfam	PF00270	DEAD/DEAH box helicase	293	430	9.7E-18	T	05-02-2023	IPR011545	DEAD/DEAH box helicase domain	GO:0003676|GO:0005524
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	CDD	cd17992	DEXHc_RecG	224	451	1.96864E-113	T	05-02-2023	-	-
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	Pfam	PF00271	Helicase conserved C-terminal domain	479	586	7.1E-16	T	05-02-2023	IPR001650	Helicase, C-terminal	-
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	Pfam	PF19833	ATP-dependent DNA helicase RecG, domain 3, C-terminal	614	675	1.6E-13	T	05-02-2023	IPR045562	ATP-dependent DNA helicase RecG, domain 3, C-terminal	-
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	CDD	cd04488	RecG_wedge_OBF	61	134	2.5797E-22	T	05-02-2023	-	-
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	FunFam	G3DSA:3.40.50.300:FF:000391	ATP-dependent DNA helicase RecG	456	628	4.1E-92	T	05-02-2023	-	-
NP_254032.1|PA5345	b6b308f1bce01f26a9413c2abf3802a9	691	FunFam	G3DSA:2.40.50.140:FF:000351	ATP-dependent DNA helicase RecG	45	138	7.0E-61	T	05-02-2023	-	-
NP_252544.1|PA3855	eb781d86bd87af03d406fab5a3b3a697	233	CDD	cd03080	GST_N_Metaxin_like	1	75	1.76523E-39	T	05-02-2023	-	-
NP_252544.1|PA3855	eb781d86bd87af03d406fab5a3b3a697	233	PANTHER	PTHR12289	METAXIN RELATED	2	232	4.6E-56	T	05-02-2023	-	-
NP_252544.1|PA3855	eb781d86bd87af03d406fab5a3b3a697	233	Pfam	PF17172	Glutathione S-transferase N-terminal domain	18	114	3.2E-26	T	05-02-2023	IPR012336	Thioredoxin-like fold	-
NP_252544.1|PA3855	eb781d86bd87af03d406fab5a3b3a697	233	Pfam	PF17171	Glutathione S-transferase, C-terminal domain	164	226	3.5E-17	T	05-02-2023	IPR033468	Metaxin, glutathione S-transferase domain	-
NP_252544.1|PA3855	eb781d86bd87af03d406fab5a3b3a697	233	SUPERFAMILY	SSF52833	Thioredoxin-like	1	102	4.9E-13	T	05-02-2023	IPR036249	Thioredoxin-like superfamily	-
NP_252544.1|PA3855	eb781d86bd87af03d406fab5a3b3a697	233	SUPERFAMILY	SSF47616	GST C-terminal domain-like	158	229	6.55E-10	T	05-02-2023	IPR036282	Glutathione S-transferase, C-terminal domain superfamily	-
NP_250693.1|PA2003	f83785ae7ddf2842989c226abe926dd9	256	FunFam	G3DSA:3.40.50.720:FF:000084	Short-chain dehydrogenase reductase	1	256	2.4E-68	T	05-02-2023	-	-
NP_250693.1|PA2003	f83785ae7ddf2842989c226abe926dd9	256	PANTHER	PTHR42879	3-OXOACYL-(ACYL-CARRIER-PROTEIN) REDUCTASE	1	255	3.3E-84	T	05-02-2023	-	-
NP_250693.1|PA2003	f83785ae7ddf2842989c226abe926dd9	256	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	1	255	8.06E-74	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_250693.1|PA2003	f83785ae7ddf2842989c226abe926dd9	256	Pfam	PF00106	short chain dehydrogenase	6	195	1.7E-54	T	05-02-2023	IPR002347	Short-chain dehydrogenase/reductase SDR	-
NP_252300.1|PA3610	d738f4aac3cf22a6e6154806da99c353	354	PANTHER	PTHR30222	SPERMIDINE/PUTRESCINE-BINDING PERIPLASMIC PROTEIN	7	351	1.4E-80	T	05-02-2023	-	-
NP_252300.1|PA3610	d738f4aac3cf22a6e6154806da99c353	354	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	22	352	2.45E-83	T	05-02-2023	-	-
NP_252300.1|PA3610	d738f4aac3cf22a6e6154806da99c353	354	Pfam	PF13416	Bacterial extracellular solute-binding protein	38	319	1.0E-31	T	05-02-2023	IPR006059	Bacterial extracellular solute-binding protein	-
NP_252300.1|PA3610	d738f4aac3cf22a6e6154806da99c353	354	CDD	cd13590	PBP2_PotD_PotF_like	24	348	8.35101E-127	T	05-02-2023	-	-
NP_249355.1|PA0664	da4f88b2652ee3236592ea6ebc2ace6f	140	Pfam	PF04519	Polymer-forming cytoskeletal	22	119	6.5E-25	T	05-02-2023	IPR007607	Bactofilin A/B	-
NP_249355.1|PA0664	da4f88b2652ee3236592ea6ebc2ace6f	140	PANTHER	PTHR35024	HYPOTHETICAL CYTOSOLIC PROTEIN	13	132	1.8E-28	T	05-02-2023	IPR007607	Bactofilin A/B	-
NP_251582.1|PA2892	75aeb2c82f7c39bb7cab825c0fa0a062	274	FunFam	G3DSA:3.40.50.720:FF:000301	Hydroxysteroid dehydrogenase like 2	1	274	6.2E-129	T	05-02-2023	-	-
NP_251582.1|PA2892	75aeb2c82f7c39bb7cab825c0fa0a062	274	PANTHER	PTHR42808	HYDROXYSTEROID DEHYDROGENASE-LIKE PROTEIN 2	2	274	1.0E-115	T	05-02-2023	-	-
NP_251582.1|PA2892	75aeb2c82f7c39bb7cab825c0fa0a062	274	Pfam	PF00106	short chain dehydrogenase	6	196	4.5E-38	T	05-02-2023	IPR002347	Short-chain dehydrogenase/reductase SDR	-
NP_251582.1|PA2892	75aeb2c82f7c39bb7cab825c0fa0a062	274	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	1	240	9.34E-53	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_252531.1|PA3842	03f5e5c1d7417bfe948147d106a91893	116	CDD	cd17029	T3SC_IA_SycE_SpcS-like	5	116	6.74447E-48	T	05-02-2023	-	-
NP_252531.1|PA3842	03f5e5c1d7417bfe948147d106a91893	116	SUPERFAMILY	SSF69635	Type III secretory system chaperone-like	5	115	6.67E-40	T	05-02-2023	-	-
NP_252531.1|PA3842	03f5e5c1d7417bfe948147d106a91893	116	Pfam	PF05932	Tir chaperone protein (CesT) family	8	116	1.6E-25	T	05-02-2023	IPR010261	Tir chaperone protein (CesT) family	GO:0030254
NP_253772.1|PA5085	493efcf2b70d00d027b06872e600131e	318	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	19	77	3.8E-17	T	05-02-2023	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
NP_253772.1|PA5085	493efcf2b70d00d027b06872e600131e	318	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	105	312	1.76E-28	T	05-02-2023	-	-
NP_253772.1|PA5085	493efcf2b70d00d027b06872e600131e	318	Pfam	PF03466	LysR substrate binding domain	103	308	3.2E-34	T	05-02-2023	IPR005119	LysR, substrate-binding	-
NP_253772.1|PA5085	493efcf2b70d00d027b06872e600131e	318	PANTHER	PTHR30427	TRANSCRIPTIONAL ACTIVATOR PROTEIN LYSR	15	318	1.2E-110	T	05-02-2023	-	-
NP_253772.1|PA5085	493efcf2b70d00d027b06872e600131e	318	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	16	127	2.88E-19	T	05-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	-
NP_253772.1|PA5085	493efcf2b70d00d027b06872e600131e	318	FunFam	G3DSA:3.40.190.10:FF:000320	LysR family transcriptional regulator	180	283	3.3E-66	T	05-02-2023	-	-
NP_249927.1|PA1236	26952f9457f06ef800ebb4b71310f79d	503	SUPERFAMILY	SSF103473	MFS general substrate transporter	7	500	7.19E-60	T	05-02-2023	IPR036259	MFS transporter superfamily	-
NP_249927.1|PA1236	26952f9457f06ef800ebb4b71310f79d	503	CDD	cd17503	MFS_LmrB_MDR_like	19	487	7.5257E-93	T	05-02-2023	-	-
NP_249927.1|PA1236	26952f9457f06ef800ebb4b71310f79d	503	Pfam	PF07690	Major Facilitator Superfamily	19	412	5.2E-43	T	05-02-2023	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085
NP_249927.1|PA1236	26952f9457f06ef800ebb4b71310f79d	503	PANTHER	PTHR23501	MAJOR FACILITATOR SUPERFAMILY	7	498	2.7E-80	T	05-02-2023	-	-
NP_248879.1|PA0189	c0532f9a1838be78ec3a78de5f1e8cc9	452	PANTHER	PTHR34596	CHITOPORIN	2	452	0.0	T	05-02-2023	IPR005318	Outer membrane porin, bacterial	GO:0016020
NP_248879.1|PA0189	c0532f9a1838be78ec3a78de5f1e8cc9	452	Pfam	PF03573	outer membrane porin, OprD family	29	450	0.0	T	05-02-2023	IPR005318	Outer membrane porin, bacterial	GO:0016020
NP_249665.1|PA0974	af6ee7b70925952f340c508ad234af5b	274	Pfam	PF16331	TolA binding protein trimerisation	61	116	5.2E-12	T	05-02-2023	IPR032519	YbgF, trimerisation domain	GO:0070206
NP_249665.1|PA0974	af6ee7b70925952f340c508ad234af5b	274	SUPERFAMILY	SSF48452	TPR-like	150	265	3.8E-14	T	05-02-2023	IPR011990	Tetratricopeptide-like helical domain superfamily	GO:0005515
NP_249665.1|PA0974	af6ee7b70925952f340c508ad234af5b	274	Pfam	PF13525	Outer membrane lipoprotein	154	274	1.3E-9	T	05-02-2023	IPR039565	Outer membrane lipoprotein BamD-like	-
NP_251334.1|PA2644	9547c280a205a5076229a301d8d41bc5	182	Pfam	PF12838	4Fe-4S dicluster domain	61	115	1.2E-11	T	05-02-2023	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	-
NP_251334.1|PA2644	9547c280a205a5076229a301d8d41bc5	182	SUPERFAMILY	SSF54862	4Fe-4S ferredoxins	35	162	4.18E-29	T	05-02-2023	-	-
NP_251334.1|PA2644	9547c280a205a5076229a301d8d41bc5	182	PANTHER	PTHR10849	NADH DEHYDROGENASE  UBIQUINONE  IRON-SULFUR PROTEIN 8, MITOCHONDRIAL	14	144	4.6E-41	T	05-02-2023	IPR010226	NADH-quinone oxidoreductase, chain I	GO:0016020|GO:0016651|GO:0051539
NP_251334.1|PA2644	9547c280a205a5076229a301d8d41bc5	182	FunFam	G3DSA:3.30.70.3270:FF:000002	NADH-quinone oxidoreductase subunit I	35	178	1.9E-93	T	05-02-2023	-	-
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	SUPERFAMILY	SSF158472	HAMP domain-like	169	219	6.67E-8	T	05-02-2023	-	-
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	CDD	cd00082	HisKA	220	283	1.35383E-10	T	05-02-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	SUPERFAMILY	SSF47384	Homodimeric domain of signal transducing histidine kinase	205	287	3.53E-16	T	05-02-2023	IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	GO:0000155|GO:0007165
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	CDD	cd06225	HAMP	173	216	1.39638E-12	T	05-02-2023	-	-
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	276	445	2.1E-34	T	05-02-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	-
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	CDD	cd16939	HATPase_RstB-like	341	445	1.77401E-54	T	05-02-2023	-	-
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	223	287	4.0E-11	T	05-02-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	338	444	3.4E-22	T	05-02-2023	IPR003594	Histidine kinase/HSP90-like ATPase	-
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	Pfam	PF00672	HAMP domain	167	217	6.7E-13	T	05-02-2023	IPR003660	HAMP domain	GO:0007165|GO:0016020
NP_249849.1|PA1158	1c6188aaee5306b0a0c53ff9297ba7f9	452	PANTHER	PTHR44936	SENSOR PROTEIN CREC	95	444	7.5E-71	T	05-02-2023	-	-
NP_252904.1|PA4215	fef065bbbff6db9570dfbc43d1b3b80b	278	Pfam	PF02567	Phenazine biosynthesis-like protein	7	274	3.2E-85	T	05-02-2023	IPR003719	Phenazine biosynthesis PhzF protein	GO:0003824|GO:0009058
NP_252904.1|PA4215	fef065bbbff6db9570dfbc43d1b3b80b	278	PANTHER	PTHR13774	PHENAZINE BIOSYNTHESIS PROTEIN	3	275	1.3E-36	T	05-02-2023	IPR003719	Phenazine biosynthesis PhzF protein	GO:0003824|GO:0009058
NP_252904.1|PA4215	fef065bbbff6db9570dfbc43d1b3b80b	278	SUPERFAMILY	SSF54506	Diaminopimelate epimerase-like	2	277	2.79E-67	T	05-02-2023	-	-
NP_250595.1|PA1904	fef065bbbff6db9570dfbc43d1b3b80b	278	Pfam	PF02567	Phenazine biosynthesis-like protein	7	274	3.2E-85	T	05-02-2023	IPR003719	Phenazine biosynthesis PhzF protein	GO:0003824|GO:0009058
NP_250595.1|PA1904	fef065bbbff6db9570dfbc43d1b3b80b	278	PANTHER	PTHR13774	PHENAZINE BIOSYNTHESIS PROTEIN	3	275	1.3E-36	T	05-02-2023	IPR003719	Phenazine biosynthesis PhzF protein	GO:0003824|GO:0009058
NP_250595.1|PA1904	fef065bbbff6db9570dfbc43d1b3b80b	278	SUPERFAMILY	SSF54506	Diaminopimelate epimerase-like	2	277	2.79E-67	T	05-02-2023	-	-
NP_251433.1|PA2743	e7fe9d689c425d54d005204eaa0ad43c	183	FunFam	G3DSA:3.10.20.80:FF:000001	Translation initiation factor IF-3	13	87	4.4E-33	T	05-02-2023	-	-
NP_251433.1|PA2743	e7fe9d689c425d54d005204eaa0ad43c	183	Pfam	PF00707	Translation initiation factor IF-3, C-terminal domain	96	180	5.8E-37	T	05-02-2023	IPR019815	Translation initiation factor 3, C-terminal	GO:0006413
NP_251433.1|PA2743	e7fe9d689c425d54d005204eaa0ad43c	183	SUPERFAMILY	SSF54364	Translation initiation factor IF3, N-terminal domain	17	90	3.53E-27	T	05-02-2023	IPR036787	Translation initiation factor 3 (IF-3), N-terminal domain superfamily	GO:0003743|GO:0006413
NP_251433.1|PA2743	e7fe9d689c425d54d005204eaa0ad43c	183	PANTHER	PTHR10938	TRANSLATION INITIATION FACTOR IF-3	8	183	6.9E-54	T	05-02-2023	IPR001288	Translation initiation factor 3	GO:0003743|GO:0006413
NP_251433.1|PA2743	e7fe9d689c425d54d005204eaa0ad43c	183	Pfam	PF05198	Translation initiation factor IF-3, N-terminal domain	19	85	1.1E-29	T	05-02-2023	IPR019814	Translation initiation factor 3, N-terminal	GO:0003743|GO:0006413
NP_251433.1|PA2743	e7fe9d689c425d54d005204eaa0ad43c	183	FunFam	G3DSA:3.30.110.10:FF:000001	Translation initiation factor IF-3	88	183	1.0E-44	T	05-02-2023	-	-
NP_251433.1|PA2743	e7fe9d689c425d54d005204eaa0ad43c	183	SUPERFAMILY	SSF55200	Translation initiation factor IF3, C-terminal domain	96	183	9.03E-33	T	05-02-2023	IPR036788	Translation initiation factor 3 (IF-3), C-terminal domain superfamily	GO:0006413
NP_253006.1|PA4316	806a6ce94580e278d0e6eaba2ff6db5d	480	Pfam	PF08411	Exonuclease C-terminal	207	470	1.9E-97	T	05-02-2023	IPR013620	Exodeoxyribonuclease I, C-terminal	GO:0006281|GO:0008852
NP_253006.1|PA4316	806a6ce94580e278d0e6eaba2ff6db5d	480	CDD	cd06138	ExoI_N	8	190	5.66204E-107	T	05-02-2023	-	-
NP_253006.1|PA4316	806a6ce94580e278d0e6eaba2ff6db5d	480	Pfam	PF00929	Exonuclease	9	188	5.7E-25	T	05-02-2023	IPR013520	Exonuclease, RNase T/DNA polymerase III	-
NP_253006.1|PA4316	806a6ce94580e278d0e6eaba2ff6db5d	480	FunFam	G3DSA:3.30.1520.20:FF:000001	Exodeoxyribonuclease I	209	347	4.2E-52	T	05-02-2023	-	-
NP_253006.1|PA4316	806a6ce94580e278d0e6eaba2ff6db5d	480	SUPERFAMILY	SSF53098	Ribonuclease H-like	7	453	2.15E-124	T	05-02-2023	IPR012337	Ribonuclease H-like superfamily	-
NP_253006.1|PA4316	806a6ce94580e278d0e6eaba2ff6db5d	480	FunFam	G3DSA:1.20.1280.70:FF:000001	Exodeoxyribonuclease I	354	414	2.5E-26	T	05-02-2023	-	-
NP_253006.1|PA4316	806a6ce94580e278d0e6eaba2ff6db5d	480	FunFam	G3DSA:3.30.420.10:FF:000033	Exodeoxyribonuclease I	5	196	1.5E-92	T	05-02-2023	-	-
NP_253006.1|PA4316	806a6ce94580e278d0e6eaba2ff6db5d	480	PANTHER	PTHR11046	OLIGORIBONUCLEASE, MITOCHONDRIAL	6	430	1.5E-17	T	05-02-2023	IPR022894	Oligoribonuclease	GO:0000175
NP_251233.1|PA2543	234c24235091a0f162007d659743e29e	579	Pfam	PF07244	Surface antigen variable number repeat	190	248	7.0E-9	T	05-02-2023	IPR010827	POTRA domain, BamA/TamA-like	GO:0019867
NP_251233.1|PA2543	234c24235091a0f162007d659743e29e	579	FunFam	G3DSA:2.40.160.50:FF:000012	Outer membrane protein Omp85 family	271	579	0.0	T	05-02-2023	-	-
NP_251233.1|PA2543	234c24235091a0f162007d659743e29e	579	FunFam	G3DSA:3.10.20.310:FF:000017	Outer membrane protein assembly factor	26	102	3.1E-28	T	05-02-2023	-	-
NP_251233.1|PA2543	234c24235091a0f162007d659743e29e	579	FunFam	G3DSA:3.10.20.310:FF:000008	Outer membrane protein, OMP85 family	103	189	1.6E-30	T	05-02-2023	-	-
NP_251233.1|PA2543	234c24235091a0f162007d659743e29e	579	FunFam	G3DSA:3.10.20.310:FF:000030	Outer membrane protein assembly factor	190	270	9.1E-53	T	05-02-2023	-	-
