id_row	id	md5	protein_len	method	id_method	description	start_loc	end_loc	score	status	date	interpro_access	interpro_description	type	GO
92	NP_390965.1	1344dec0fab4be4ac9a4d19d61580a15	316	Pfam	PF01370	NAD dependent epimerase/dehydratase family	3	242	2.5e-56	T	08-02-2023	IPR001509	NAD-dependent epimerase/dehydratase	DOMAIN	NaN
93	NP_390965.1	1344dec0fab4be4ac9a4d19d61580a15	316	PANTHER	PTHR43000	DTDP-D-GLUCOSE 4,6-DEHYDRATASE-RELATED	2	306	3.1e-67	T	08-02-2023	NaN	NaN	NaN	NaN
94	NP_390322.1	6333435700ec8cb2fe080b2c13f4a530	171	Pfam	PF09548	Stage III sporulation protein AB (spore_III_AB)	3	171	1.1e-54	T	08-02-2023	IPR014198	Stage III sporulation protein AB	FAMILY	NaN
95	NP_388140.3	0325fa8dc1866c8317431a755a3a81c3	228	Pfam	PF12730	ABC-2 family transporter protein	3	185	9.8e-09	T	08-02-2023	NaN	NaN	NaN	NaN
96	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	CDD	cd06171	Sigma70_r4	99	153	2.88492e-14	T	08-02-2023	NaN	NaN	NaN	NaN
97	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF04542	Sigma-70 region 2	7	72	7.5e-19	T	08-02-2023	IPR007627	RNA polymerase sigma-70 region 2	DOMAIN	GO:0003700
97	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF04542	Sigma-70 region 2	7	72	7.5e-19	T	08-02-2023	IPR007627	RNA polymerase sigma-70 region 2	DOMAIN	GO:0006352
97	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF04542	Sigma-70 region 2	7	72	7.5e-19	T	08-02-2023	IPR007627	RNA polymerase sigma-70 region 2	DOMAIN	GO:0006355
98	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF08281	Sigma-70, region 4	105	152	4.9e-12	T	08-02-2023	IPR013249	RNA polymerase sigma factor 70, region 4 type 2	DOMAIN	GO:0003677
98	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF08281	Sigma-70, region 4	105	152	4.9e-12	T	08-02-2023	IPR013249	RNA polymerase sigma factor 70, region 4 type 2	DOMAIN	GO:0003700
98	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF08281	Sigma-70, region 4	105	152	4.9e-12	T	08-02-2023	IPR013249	RNA polymerase sigma factor 70, region 4 type 2	DOMAIN	GO:0006352
98	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF08281	Sigma-70, region 4	105	152	4.9e-12	T	08-02-2023	IPR013249	RNA polymerase sigma factor 70, region 4 type 2	DOMAIN	GO:0006355
98	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	Pfam	PF08281	Sigma-70, region 4	105	152	4.9e-12	T	08-02-2023	IPR013249	RNA polymerase sigma factor 70, region 4 type 2	DOMAIN	GO:0016987
99	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	SUPERFAMILY	SSF88946	Sigma2 domain of RNA polymerase sigma factors	4	81	4.71e-22	T	08-02-2023	IPR013325	RNA polymerase sigma factor, region 2	HOMOLOGOUS_SUPERFAMILY	GO:0003700
99	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	SUPERFAMILY	SSF88946	Sigma2 domain of RNA polymerase sigma factors	4	81	4.71e-22	T	08-02-2023	IPR013325	RNA polymerase sigma factor, region 2	HOMOLOGOUS_SUPERFAMILY	GO:0006352
99	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	SUPERFAMILY	SSF88946	Sigma2 domain of RNA polymerase sigma factors	4	81	4.71e-22	T	08-02-2023	IPR013325	RNA polymerase sigma factor, region 2	HOMOLOGOUS_SUPERFAMILY	GO:0006355
100	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	SUPERFAMILY	SSF88659	Sigma3 and sigma4 domains of RNA polymerase sigma factors	93	156	6.35e-14	T	08-02-2023	IPR013324	RNA polymerase sigma factor, region 3/4-like	HOMOLOGOUS_SUPERFAMILY	NaN
101	NP_388833.1	86a92d566a802da37ae07562e8ea44b4	163	PANTHER	PTHR43133	RNA POLYMERASE ECF-TYPE SIGMA FACTO	4	158	2.3e-37	T	08-02-2023	IPR039425	RNA polymerase sigma-70 like	FAMILY	NaN
102	NP_391599.1	c79a80b021145739ae609b11d71024cf	705	Pfam	PF02754	Cysteine-rich domain	581	668	7.3e-18	T	08-02-2023	IPR004017	Cysteine-rich domain	DOMAIN	NaN
103	NP_391599.1	c79a80b021145739ae609b11d71024cf	705	Pfam	PF02754	Cysteine-rich domain	459	537	1.5e-05	T	08-02-2023	IPR004017	Cysteine-rich domain	DOMAIN	NaN
104	NP_391599.1	c79a80b021145739ae609b11d71024cf	705	SUPERFAMILY	SSF46548	alpha-helical ferredoxin	233	399	2.96e-20	T	08-02-2023	NaN	NaN	NaN	NaN
105	NP_391599.1	c79a80b021145739ae609b11d71024cf	705	SUPERFAMILY	SSF103501	Respiratory nitrate reductase 1 gamma chain	8	241	5.23e-17	T	08-02-2023	IPR036197	NarG-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
106	NP_391599.1	c79a80b021145739ae609b11d71024cf	705	Pfam	PF13183	4Fe-4S dicluster domain	274	383	2.3e-12	T	08-02-2023	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	DOMAIN	NaN
107	NP_391599.1	c79a80b021145739ae609b11d71024cf	705	PANTHER	PTHR43255	IRON-SULFUR-BINDING OXIDOREDUCTASE FADF-RELATED-RELATED	22	694	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
108	NP_388106.1	51a2d15c3513c76b7d5f55ba161a2855	313	PANTHER	PTHR15462	SERINE PROTEASE	43	312	6.1e-49	T	08-02-2023	NaN	NaN	NaN	NaN
109	NP_388106.1	51a2d15c3513c76b7d5f55ba161a2855	313	Pfam	PF00089	Trypsin	106	308	2.3e-25	T	08-02-2023	IPR001254	Serine proteases, trypsin domain	DOMAIN	GO:0004252
109	NP_388106.1	51a2d15c3513c76b7d5f55ba161a2855	313	Pfam	PF00089	Trypsin	106	308	2.3e-25	T	08-02-2023	IPR001254	Serine proteases, trypsin domain	DOMAIN	GO:0006508
110	NP_388106.1	51a2d15c3513c76b7d5f55ba161a2855	313	SUPERFAMILY	SSF50494	Trypsin-like serine proteases	90	310	6.3399999999999995e-34	T	08-02-2023	IPR009003	Peptidase S1, PA clan	HOMOLOGOUS_SUPERFAMILY	NaN
111	NP_388275.1	e52516547944dc0022db91e905b5ed0a	261	PANTHER	PTHR42879	3-OXOACYL-(ACYL-CARRIER-PROTEIN) REDUCTASE	4	252	1.5e-70	T	08-02-2023	NaN	NaN	NaN	NaN
112	NP_388275.1	e52516547944dc0022db91e905b5ed0a	261	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	14	251	6.6e-68	T	08-02-2023	NaN	NaN	NaN	NaN
113	NP_388275.1	e52516547944dc0022db91e905b5ed0a	261	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	6	252	8.73e-83	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
114	NP_388275.1	e52516547944dc0022db91e905b5ed0a	261	CDD	cd05358	GlcDH_SDR_c	5	257	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
115	NP_388275.1	e52516547944dc0022db91e905b5ed0a	261	FunFam	G3DSA:3.40.50.720:FF:000248	Glucose 1-dehydrogenase	1	261	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
116	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	Pfam	PF00203	Ribosomal protein S19	3	83	2.2e-36	T	08-02-2023	IPR002222	Ribosomal protein S19/S15	FAMILY	GO:0003735
116	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	Pfam	PF00203	Ribosomal protein S19	3	83	2.2e-36	T	08-02-2023	IPR002222	Ribosomal protein S19/S15	FAMILY	GO:0005840
116	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	Pfam	PF00203	Ribosomal protein S19	3	83	2.2e-36	T	08-02-2023	IPR002222	Ribosomal protein S19/S15	FAMILY	GO:0006412
117	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	SUPERFAMILY	SSF54570	Ribosomal protein S19	3	84	2.35e-35	T	08-02-2023	IPR023575	Ribosomal protein S19/S15, superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0003735
117	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	SUPERFAMILY	SSF54570	Ribosomal protein S19	3	84	2.35e-35	T	08-02-2023	IPR023575	Ribosomal protein S19/S15, superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0005840
117	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	SUPERFAMILY	SSF54570	Ribosomal protein S19	3	84	2.35e-35	T	08-02-2023	IPR023575	Ribosomal protein S19/S15, superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0006412
118	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	FunFam	G3DSA:3.30.860.10:FF:000001	30S ribosomal protein S19	1	92	4.8e-47	T	08-02-2023	NaN	NaN	NaN	NaN
119	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	PANTHER	PTHR11880	RIBOSOMAL PROTEIN S19P FAMILY MEMBER	2	85	1.8999999999999998e-24	T	08-02-2023	IPR002222	Ribosomal protein S19/S15	FAMILY	GO:0003735
119	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	PANTHER	PTHR11880	RIBOSOMAL PROTEIN S19P FAMILY MEMBER	2	85	1.8999999999999998e-24	T	08-02-2023	IPR002222	Ribosomal protein S19/S15	FAMILY	GO:0005840
119	NP_388001.1	d48e274fe6a31501d4887f4975c5cd5d	92	PANTHER	PTHR11880	RIBOSOMAL PROTEIN S19P FAMILY MEMBER	2	85	1.8999999999999998e-24	T	08-02-2023	IPR002222	Ribosomal protein S19/S15	FAMILY	GO:0006412
120	NP_389662.1	eaf463dbe9f5e39dd68923ccfa2e2be6	205	Pfam	PF13761	Domain of unknown function (DUF4166)	15	198	5.0999999999999995e-53	T	08-02-2023	IPR025311	Domain of unknown function DUF4166	DOMAIN	NaN
121	NP_390865.1	03a85e41f5a81e5cf6e930f02eb99c37	105	Pfam	PF03413	Peptidase propeptide and YPEB domain	29	99	2.9e-08	T	08-02-2023	IPR025711	PepSY domain	DOMAIN	NaN
122	NP_391941.1	cc6926b7c021598434e12c2d45e36564	251	Pfam	PF10920	Protein of unknown function (DUF2705)	10	244	3e-77	T	08-02-2023	IPR024295	Protein of unknown function DUF2705	FAMILY	NaN
123	NP_390679.1	bf2381503e2d4fad7da335bd6ab0cb0e	172	Pfam	PF04093	rod shape-determining protein MreD	2	164	1e-45	T	08-02-2023	IPR007227	Cell shape-determining protein MreD	FAMILY	GO:0008360
123	NP_390679.1	bf2381503e2d4fad7da335bd6ab0cb0e	172	Pfam	PF04093	rod shape-determining protein MreD	2	164	1e-45	T	08-02-2023	IPR007227	Cell shape-determining protein MreD	FAMILY	GO:0016020
124	NP_391692.1	248b12bab2d0b83b92f7e348aa06e0a5	87	Pfam	PF17368	Spore morphogenesis and germination YwcE	2	85	7.000000000000001e-44	T	08-02-2023	IPR020185	Spore morphogenesis/germination protein YwcE	FAMILY	NaN
125	NP_390309.2	22bc2e1b11d062ac08eb6b1a0071f9e5	84	Pfam	PF02609	Exonuclease VII small subunit	12	61	5.1e-21	T	08-02-2023	IPR003761	Exonuclease VII, small subunit	FAMILY	GO:0006308
125	NP_390309.2	22bc2e1b11d062ac08eb6b1a0071f9e5	84	Pfam	PF02609	Exonuclease VII small subunit	12	61	5.1e-21	T	08-02-2023	IPR003761	Exonuclease VII, small subunit	FAMILY	GO:0008855
125	NP_390309.2	22bc2e1b11d062ac08eb6b1a0071f9e5	84	Pfam	PF02609	Exonuclease VII small subunit	12	61	5.1e-21	T	08-02-2023	IPR003761	Exonuclease VII, small subunit	FAMILY	GO:0009318
126	NP_390309.2	22bc2e1b11d062ac08eb6b1a0071f9e5	84	SUPERFAMILY	SSF116842	XseB-like	5	74	3.4000000000000003e-22	T	08-02-2023	IPR037004	Exonuclease VII, small subunit superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0006308
126	NP_390309.2	22bc2e1b11d062ac08eb6b1a0071f9e5	84	SUPERFAMILY	SSF116842	XseB-like	5	74	3.4000000000000003e-22	T	08-02-2023	IPR037004	Exonuclease VII, small subunit superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0008855
126	NP_390309.2	22bc2e1b11d062ac08eb6b1a0071f9e5	84	SUPERFAMILY	SSF116842	XseB-like	5	74	3.4000000000000003e-22	T	08-02-2023	IPR037004	Exonuclease VII, small subunit superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0009318
127	NP_390309.2	22bc2e1b11d062ac08eb6b1a0071f9e5	84	PANTHER	PTHR34137	EXODEOXYRIBONUCLEASE 7 SMALL SUBUNIT	1	77	7.4e-21	T	08-02-2023	IPR003761	Exonuclease VII, small subunit	FAMILY	GO:0006308
127	NP_390309.2	22bc2e1b11d062ac08eb6b1a0071f9e5	84	PANTHER	PTHR34137	EXODEOXYRIBONUCLEASE 7 SMALL SUBUNIT	1	77	7.4e-21	T	08-02-2023	IPR003761	Exonuclease VII, small subunit	FAMILY	GO:0008855
127	NP_390309.2	22bc2e1b11d062ac08eb6b1a0071f9e5	84	PANTHER	PTHR34137	EXODEOXYRIBONUCLEASE 7 SMALL SUBUNIT	1	77	7.4e-21	T	08-02-2023	IPR003761	Exonuclease VII, small subunit	FAMILY	GO:0009318
128	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	CDD	cd00982	gltB_C	1221	1472	0.0	T	08-02-2023	IPR002489	Glutamate synthase, alpha subunit, C-terminal	DOMAIN	GO:0016491
129	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	FunFam	G3DSA:3.20.20.70:FF:000053	Glutamate synthase large subunit	788	1218	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
130	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	Pfam	PF04898	Glutamate synthase central domain	464	741	1.1e-114	T	08-02-2023	IPR006982	Glutamate synthase, central-N	DOMAIN	GO:0006807
130	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	Pfam	PF04898	Glutamate synthase central domain	464	741	1.1e-114	T	08-02-2023	IPR006982	Glutamate synthase, central-N	DOMAIN	GO:0015930
131	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	FunFam	G3DSA:3.20.20.70:FF:000031	Glutamate synthase 1 [NADH]	445	787	6.5e-129	T	08-02-2023	NaN	NaN	NaN	NaN
132	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	Pfam	PF00310	Glutamine amidotransferases class-II	22	438	0.0	T	08-02-2023	IPR017932	Glutamine amidotransferase type 2 domain	DOMAIN	NaN
133	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	SUPERFAMILY	SSF51395	FMN-linked oxidoreductases	458	1204	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
134	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	Pfam	PF01493	GXGXG motif	1245	1433	3.3000000000000003e-81	T	08-02-2023	IPR002489	Glutamate synthase, alpha subunit, C-terminal	DOMAIN	GO:0016491
135	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	CDD	cd00713	GltS	22	433	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
136	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	FunFam	G3DSA:2.160.20.60:FF:000001	Glutamate synthase, large subunit	1217	1490	1.3e-115	T	08-02-2023	NaN	NaN	NaN	NaN
137	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	Pfam	PF01645	Conserved region in glutamate synthase	799	1166	0.0	T	08-02-2023	IPR002932	Glutamate synthase domain	DOMAIN	GO:0006537
137	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	Pfam	PF01645	Conserved region in glutamate synthase	799	1166	0.0	T	08-02-2023	IPR002932	Glutamate synthase domain	DOMAIN	GO:0015930
137	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	Pfam	PF01645	Conserved region in glutamate synthase	799	1166	0.0	T	08-02-2023	IPR002932	Glutamate synthase domain	DOMAIN	GO:0016638
138	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	CDD	cd02808	GltS_FMN	802	1180	0.0	T	08-02-2023	IPR002932	Glutamate synthase domain	DOMAIN	GO:0006537
138	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	CDD	cd02808	GltS_FMN	802	1180	0.0	T	08-02-2023	IPR002932	Glutamate synthase domain	DOMAIN	GO:0015930
138	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	CDD	cd02808	GltS_FMN	802	1180	0.0	T	08-02-2023	IPR002932	Glutamate synthase domain	DOMAIN	GO:0016638
139	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	FunFam	G3DSA:3.60.20.10:FF:000001	Glutamate synthase, large subunit	22	448	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
140	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	SUPERFAMILY	SSF69336	Alpha subunit of glutamate synthase, C-terminal domain	1214	1479	1.06e-93	T	08-02-2023	IPR036485	Glutamate synthase, alpha subunit, C-terminal domain superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0016491
141	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	SUPERFAMILY	SSF56235	N-terminal nucleophile aminohydrolases (Ntn hydrolases)	22	441	0.0	T	08-02-2023	IPR029055	Nucleophile aminohydrolases, N-terminal	HOMOLOGOUS_SUPERFAMILY	NaN
142	NP_389727.2	095cbd185cfb5062a38c5ca6611c0996	1520	PANTHER	PTHR43100	GLUTAMATE SYNTHASE [NADPH] SMALL CHAIN	80	1510	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
143	NP_388443.1	8f48816968242eb8a17f63e88b70d413	458	FunFam	G3DSA:1.20.1740.10:FF:000001	Amino acid permease	14	458	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
144	NP_388443.1	8f48816968242eb8a17f63e88b70d413	458	Pfam	PF00324	Amino acid permease	23	454	7.8e-112	T	08-02-2023	IPR004841	Amino acid permease/ SLC12A domain	DOMAIN	GO:0016020
144	NP_388443.1	8f48816968242eb8a17f63e88b70d413	458	Pfam	PF00324	Amino acid permease	23	454	7.8e-112	T	08-02-2023	IPR004841	Amino acid permease/ SLC12A domain	DOMAIN	GO:0055085
145	NP_388443.1	8f48816968242eb8a17f63e88b70d413	458	PANTHER	PTHR43495	GABA PERMEASE	6	456	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
146	NP_391389.1	1899e0975febd7eb2733c780c2c82e8a	403	Pfam	PF07690	Major Facilitator Superfamily	15	355	3.4e-52	T	08-02-2023	IPR011701	Major facilitator superfamily	FAMILY	GO:0022857
146	NP_391389.1	1899e0975febd7eb2733c780c2c82e8a	403	Pfam	PF07690	Major Facilitator Superfamily	15	355	3.4e-52	T	08-02-2023	IPR011701	Major facilitator superfamily	FAMILY	GO:0055085
147	NP_391389.1	1899e0975febd7eb2733c780c2c82e8a	403	PANTHER	PTHR23502	MAJOR FACILITATOR SUPERFAMILY	6	399	9.999999999999999e-54	T	08-02-2023	NaN	NaN	NaN	NaN
148	NP_391389.1	1899e0975febd7eb2733c780c2c82e8a	403	SUPERFAMILY	SSF103473	MFS general substrate transporter	5	398	4.3200000000000004e-72	T	08-02-2023	IPR036259	MFS transporter superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
149	NP_391389.1	1899e0975febd7eb2733c780c2c82e8a	403	CDD	cd17474	MFS_YfmO_like	12	386	9.18085e-83	T	08-02-2023	NaN	NaN	NaN	NaN
150	NP_390475.1	6004d79e2712c78aef0aba6659c3461a	348	PANTHER	PTHR37829	PHAGE-LIKE ELEMENT PBSX PROTEIN XKDT	4	345	3.3e-58	T	08-02-2023	NaN	NaN	NaN	NaN
151	NP_390475.1	6004d79e2712c78aef0aba6659c3461a	348	Pfam	PF04865	Baseplate J-like protein	62	306	1.5e-65	T	08-02-2023	IPR006949	Baseplate protein J-like	DOMAIN	NaN
152	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	FunFam	G3DSA:3.20.20.80:FF:000064	Oligo-1,6-glucosidase	1	114	3.3e-61	T	08-02-2023	NaN	NaN	NaN	NaN
153	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	FunFam	G3DSA:3.20.20.80:FF:000064	Oligo-1,6-glucosidase	170	476	4.6e-86	T	08-02-2023	NaN	NaN	NaN	NaN
154	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	PANTHER	PTHR10357	ALPHA-AMYLASE FAMILY MEMBER	4	549	2.7e-129	T	08-02-2023	NaN	NaN	NaN	NaN
155	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	FunFam	G3DSA:3.90.400.10:FF:000002	Sucrose isomerase	105	174	6.8e-34	T	08-02-2023	NaN	NaN	NaN	NaN
156	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	Pfam	PF00128	Alpha amylase, catalytic domain	28	373	4.2e-115	T	08-02-2023	IPR006047	Glycosyl hydrolase, family 13, catalytic domain	DOMAIN	GO:0005975
157	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	CDD	cd11333	AmyAc_SI_OligoGlu_DGase	7	468	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
158	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	FunFam	G3DSA:2.60.40.1180:FF:000007	Sucrose isomerase	477	554	5.7e-18	T	08-02-2023	NaN	NaN	NaN	NaN
159	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	SUPERFAMILY	SSF51011	Glycosyl hydrolase domain	476	552	9.16e-15	T	08-02-2023	NaN	NaN	NaN	NaN
160	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	SUPERFAMILY	SSF51445	(Trans)glycosidases	3	473	0.0	T	08-02-2023	IPR017853	Glycoside hydrolase superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
161	NP_391007.2	78c5cf26d58554ec16359df8b0ff722c	554	Pfam	PF16657	Maltogenic Amylase, C-terminal domain	476	550	3.9e-07	T	08-02-2023	IPR032091	Maltogenic Amylase, C-terminal	DOMAIN	NaN
162	NP_391827.1	908a70b153e933f871bf317b5803d185	249	CDD	cd03262	ABC_HisP_GlnQ	2	217	8.23128e-127	T	08-02-2023	NaN	NaN	NaN	NaN
163	NP_391827.1	908a70b153e933f871bf317b5803d185	249	PANTHER	PTHR43166	AMINO ACID IMPORT ATP-BINDING PROTEIN	2	241	2.5e-83	T	08-02-2023	NaN	NaN	NaN	NaN
164	NP_391827.1	908a70b153e933f871bf317b5803d185	249	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	1	238	4.1999999999999997e-75	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	HOMOLOGOUS_SUPERFAMILY	NaN
165	NP_391827.1	908a70b153e933f871bf317b5803d185	249	Pfam	PF00005	ABC transporter	17	168	1.6000000000000002e-33	T	08-02-2023	IPR003439	ABC transporter-like, ATP-binding domain	DOMAIN	GO:0005524
166	NP_390249.1	c620caa4ed07c3f9093c5e7fb872bb9d	114	SUPERFAMILY	SSF54909	Dimeric alpha+beta barrel	6	105	8.23e-35	T	08-02-2023	IPR011008	Dimeric alpha-beta barrel	HOMOLOGOUS_SUPERFAMILY	NaN
167	NP_390249.1	c620caa4ed07c3f9093c5e7fb872bb9d	114	PANTHER	PTHR37811	BLL5343 PROTEIN	7	112	1.8e-33	T	08-02-2023	NaN	NaN	NaN	NaN
168	NP_390249.1	c620caa4ed07c3f9093c5e7fb872bb9d	114	Pfam	PF03992	Antibiotic biosynthesis monooxygenase	13	85	1.4e-10	T	08-02-2023	IPR007138	Antibiotic biosynthesis monooxygenase domain	DOMAIN	NaN
169	NP_389728.2	b89f9e3e1edd2952544c7ac34de0a408	300	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	88	296	1.15e-41	T	08-02-2023	NaN	NaN	NaN	NaN
170	NP_389728.2	b89f9e3e1edd2952544c7ac34de0a408	300	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	3	61	4.2e-22	T	08-02-2023	IPR000847	Transcription regulator HTH, LysR	DOMAIN	GO:0003700
170	NP_389728.2	b89f9e3e1edd2952544c7ac34de0a408	300	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	3	61	4.2e-22	T	08-02-2023	IPR000847	Transcription regulator HTH, LysR	DOMAIN	GO:0006355
171	NP_389728.2	b89f9e3e1edd2952544c7ac34de0a408	300	FunFam	G3DSA:1.10.10.10:FF:000001	LysR family transcriptional regulator	1	84	3.5e-31	T	08-02-2023	NaN	NaN	NaN	NaN
172	NP_389728.2	b89f9e3e1edd2952544c7ac34de0a408	300	CDD	cd08434	PBP2_GltC_like	92	289	3.44477e-89	T	08-02-2023	NaN	NaN	NaN	NaN
173	NP_389728.2	b89f9e3e1edd2952544c7ac34de0a408	300	Pfam	PF03466	LysR substrate binding domain	89	291	9.700000000000001e-48	T	08-02-2023	IPR005119	LysR, substrate-binding	DOMAIN	NaN
174	NP_389728.2	b89f9e3e1edd2952544c7ac34de0a408	300	PANTHER	PTHR30346	TRANSCRIPTIONAL DUAL REGULATOR HCAR-RELATED	1	295	8.5e-82	T	08-02-2023	NaN	NaN	NaN	NaN
175	NP_389728.2	b89f9e3e1edd2952544c7ac34de0a408	300	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	1	84	3.2599999999999994e-23	T	08-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
176	NP_391126.2	540b5820b70e753c381ff492c0852d29	114	FunFam	G3DSA:2.60.40.180:FF:000009	5-hydroxyisourate hydrolase	1	114	4.9e-78	T	08-02-2023	NaN	NaN	NaN	NaN
177	NP_391126.2	540b5820b70e753c381ff492c0852d29	114	PANTHER	PTHR10395	URICASE AND TRANSTHYRETIN-RELATED	3	114	4.1e-23	T	08-02-2023	IPR023416	Transthyretin/hydroxyisourate hydrolase domain	DOMAIN	NaN
178	NP_391126.2	540b5820b70e753c381ff492c0852d29	114	CDD	cd05469	Transthyretin_like	2	114	7.66397e-55	T	08-02-2023	NaN	NaN	NaN	NaN
179	NP_391126.2	540b5820b70e753c381ff492c0852d29	114	Pfam	PF00576	HIUase/Transthyretin family	4	113	3e-31	T	08-02-2023	IPR023416	Transthyretin/hydroxyisourate hydrolase domain	DOMAIN	NaN
180	NP_391126.2	540b5820b70e753c381ff492c0852d29	114	SUPERFAMILY	SSF49472	Transthyretin (synonym: prealbumin)	1	114	8.37e-35	T	08-02-2023	IPR036817	Transthyretin/hydroxyisourate hydrolase domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
181	NP_389813.1	fca5ab02298b2b30987533a71581bde0	495	Pfam	PF00171	Aldehyde dehydrogenase family	29	489	0.0	T	08-02-2023	IPR015590	Aldehyde dehydrogenase domain	DOMAIN	GO:0016491
182	NP_389813.1	fca5ab02298b2b30987533a71581bde0	495	PANTHER	PTHR11699	ALDEHYDE DEHYDROGENASE-RELATED	19	491	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
