id_protein	md5	seq_len	analysis	id_analysis	desc_analysis	start	stop	score	status	date	id_inter	desc_inter	id_go	type
NP_217051.1	2722ea848de81b2961de0393eeb32e60	372	Pfam	PF01321	Creatinase/Prolidase N-terminal domain	6	134	1.7e-24	T	08-02-2023	IPR000587	Creatinase, N-terminal	GO:0016787	DOMAIN
NP_217051.1	2722ea848de81b2961de0393eeb32e60	372	PANTHER	PTHR46112	AMINOPEPTIDASE	2	371	2.1e-107	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217051.1	2722ea848de81b2961de0393eeb32e60	372	Pfam	PF00557	Metallopeptidase family M24	142	344	1.5e-59	T	08-02-2023	IPR000994	Peptidase M24	NaN	DOMAIN
NP_217051.1	2722ea848de81b2961de0393eeb32e60	372	SUPERFAMILY	SSF55920	Creatinase/aminopeptidase	134	372	1.83e-69	T	08-02-2023	IPR036005	Creatinase/aminopeptidase-like	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217051.1	2722ea848de81b2961de0393eeb32e60	372	SUPERFAMILY	SSF53092	Creatinase/prolidase N-terminal domain	5	132	2.62e-24	T	08-02-2023	IPR029149	Creatinase/Aminopeptidase P/Spt16, N-terminal	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216667.1	3cf4c6a6fd30cc6d3a4fe0958a17575c	314	Pfam	PF08478	POTRA domain, FtsQ-type	125	192	6.2e-15	T	08-02-2023	IPR013685	POTRA domain, FtsQ-type	NaN	DOMAIN
NP_216667.1	3cf4c6a6fd30cc6d3a4fe0958a17575c	314	FunFam	G3DSA:3.10.20.310:FF:000021	Cell division protein FtsQ	124	191	5.8e-45	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216667.1	3cf4c6a6fd30cc6d3a4fe0958a17575c	314	Pfam	PF03799	Cell division protein FtsQ/DivIB, C-terminal	205	299	3.5e-08	T	08-02-2023	IPR005548	Cell division protein FtsQ/DivIB, C-terminal	NaN	DOMAIN
NP_216667.1	3cf4c6a6fd30cc6d3a4fe0958a17575c	314	PANTHER	PTHR37820	CELL DIVISION PROTEIN DIVIB	37	312	4.0000000000000005e-65	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216503.1	83db46524e554b3dfdd1d70ef0b71c4b	142	Pfam	PF00553	Cellulose binding domain	41	139	1.1e-34	T	08-02-2023	IPR001919	Carbohydrate-binding type-2 domain	GO:0004553	DOMAIN
NP_216503.1	83db46524e554b3dfdd1d70ef0b71c4b	142	Pfam	PF00553	Cellulose binding domain	41	139	1.1e-34	T	08-02-2023	IPR001919	Carbohydrate-binding type-2 domain	GO:0005975	DOMAIN
NP_216503.1	83db46524e554b3dfdd1d70ef0b71c4b	142	Pfam	PF00553	Cellulose binding domain	41	139	1.1e-34	T	08-02-2023	IPR001919	Carbohydrate-binding type-2 domain	GO:0030246	DOMAIN
NP_216503.1	83db46524e554b3dfdd1d70ef0b71c4b	142	SUPERFAMILY	SSF49384	Carbohydrate-binding domain	36	140	5.09e-32	T	08-02-2023	IPR008965	CBM2/CBM3, carbohydrate-binding domain superfamily	GO:0030246	HOMOLOGOUS_SUPERFAMILY
NP_218250.1	3289fe89c833cbec01b1536771c8ffd9	166	CDD	cd04662	Nudix_Hydrolase_5	4	130	2.6055599999999997e-78	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218250.1	3289fe89c833cbec01b1536771c8ffd9	166	PANTHER	PTHR21340	DIADENOSINE 5,5-P1,P4-TETRAPHOSPHATE PYROPHOSPHOHYDROLASE MUTT	3	157	1.7e-19	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218250.1	3289fe89c833cbec01b1536771c8ffd9	166	Pfam	PF00293	NUDIX domain	2	147	2.2e-14	T	08-02-2023	IPR000086	NUDIX hydrolase domain	NaN	DOMAIN
NP_218250.1	3289fe89c833cbec01b1536771c8ffd9	166	SUPERFAMILY	SSF55811	Nudix	2	150	3.11e-16	T	08-02-2023	IPR015797	NUDIX hydrolase-like domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
YP_007410917.1	966b72d5d379f4f9ab6f860c32452ab0	141	PANTHER	PTHR36173	NaN	1	141	4.2e-35	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	FunFam	G3DSA:1.10.40.30:FF:000008	Fumarate hydratase class II	408	463	1.1e-38	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	SUPERFAMILY	SSF48557	L-aspartase-like	10	465	0.0	T	08-02-2023	IPR008948	L-Aspartase-like	GO:0003824	HOMOLOGOUS_SUPERFAMILY
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	FunFam	G3DSA:1.20.200.10:FF:000001	Fumarate hydratase, mitochondrial	138	406	4.9000000000000005e-117	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	PANTHER	PTHR11444	ASPARTATEAMMONIA/ARGININOSUCCINATE/ADENYLOSUCCINATE LYASE	5	465	0.0	T	08-02-2023	IPR005677	Fumarate hydratase, class II	GO:0004333	FAMILY
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	PANTHER	PTHR11444	ASPARTATEAMMONIA/ARGININOSUCCINATE/ADENYLOSUCCINATE LYASE	5	465	0.0	T	08-02-2023	IPR005677	Fumarate hydratase, class II	GO:0006106	FAMILY
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	PANTHER	PTHR11444	ASPARTATEAMMONIA/ARGININOSUCCINATE/ADENYLOSUCCINATE LYASE	5	465	0.0	T	08-02-2023	IPR005677	Fumarate hydratase, class II	GO:0045239	FAMILY
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	CDD	cd01362	Fumarase_classII	11	463	0.0	T	08-02-2023	IPR005677	Fumarate hydratase, class II	GO:0004333	FAMILY
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	CDD	cd01362	Fumarase_classII	11	463	0.0	T	08-02-2023	IPR005677	Fumarate hydratase, class II	GO:0006106	FAMILY
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	CDD	cd01362	Fumarase_classII	11	463	0.0	T	08-02-2023	IPR005677	Fumarate hydratase, class II	GO:0045239	FAMILY
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	FunFam	G3DSA:1.10.275.10:FF:000001	Fumarate hydratase, mitochondrial	11	137	9.1e-49	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	Pfam	PF10415	Fumarase C C-terminus	408	464	4.4e-18	T	08-02-2023	IPR018951	Fumarase C, C-terminal	GO:0006099	DOMAIN
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	Pfam	PF10415	Fumarase C C-terminus	408	464	4.4e-18	T	08-02-2023	IPR018951	Fumarase C, C-terminal	GO:0016829	DOMAIN
NP_215614.1	d3e2ba71ee2b7785851db35c6941fce4	474	Pfam	PF00206	Lyase	18	342	8.6e-103	T	08-02-2023	IPR022761	Fumarate lyase, N-terminal	NaN	DOMAIN
NP_214927.1	88629ad51d1c57be2996293a1ececdbd	217	Pfam	PF00293	NUDIX domain	45	154	1e-16	T	08-02-2023	IPR000086	NUDIX hydrolase domain	NaN	DOMAIN
NP_214927.1	88629ad51d1c57be2996293a1ececdbd	217	PANTHER	PTHR43046	GDP-MANNOSE MANNOSYL HYDROLASE	30	180	5.699999999999999e-24	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214927.1	88629ad51d1c57be2996293a1ececdbd	217	SUPERFAMILY	SSF55811	Nudix	15	165	1.7600000000000002e-26	T	08-02-2023	IPR015797	NUDIX hydrolase-like domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217013.1	73ec15c5e7fa94d5f1523a42ac0190a5	367	CDD	cd02000	TPP_E1_PDC_ADC_BCADC	47	332	7.28363e-128	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217013.1	73ec15c5e7fa94d5f1523a42ac0190a5	367	PANTHER	PTHR43380	2-OXOISOVALERATE DEHYDROGENASE SUBUNIT ALPHA, MITOCHONDRIAL	26	364	1.9e-100	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217013.1	73ec15c5e7fa94d5f1523a42ac0190a5	367	SUPERFAMILY	SSF52518	Thiamin diphosphate-binding fold (THDP-binding)	38	361	7.330000000000001e-103	T	08-02-2023	IPR029061	Thiamin diphosphate-binding fold	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217013.1	73ec15c5e7fa94d5f1523a42ac0190a5	367	Pfam	PF00676	Dehydrogenase E1 component	48	332	9.2e-85	T	08-02-2023	IPR001017	Dehydrogenase, E1 component	GO:0016624	DOMAIN
NP_218042.1	f7f1eb0ef1d38d799c0e79a4bbcd71ae	174	SUPERFAMILY	SSF51161	Trimeric LpxA-like enzymes	1	155	7.35e-40	T	08-02-2023	IPR011004	Trimeric LpxA-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_218042.1	f7f1eb0ef1d38d799c0e79a4bbcd71ae	174	Pfam	PF00132	Bacterial transferase hexapeptide (six repeats)	88	121	1.9e-06	T	08-02-2023	IPR001451	Hexapeptide repeat	NaN	REPEAT
NP_218042.1	f7f1eb0ef1d38d799c0e79a4bbcd71ae	174	PANTHER	PTHR13061	DYNACTIN SUBUNIT P25	4	170	4.1e-46	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218042.1	f7f1eb0ef1d38d799c0e79a4bbcd71ae	174	CDD	cd04645	LbH_gamma_CA_like	12	165	1.04936e-64	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216415.1	d4d95b73ff86dc3bb5845b1e24a3d443	343	PANTHER	PTHR11106	GANGLIOSIDE INDUCED DIFFERENTIATION ASSOCIATED PROTEIN 2-RELATED	175	325	1e-24	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216415.1	d4d95b73ff86dc3bb5845b1e24a3d443	343	SUPERFAMILY	SSF52949	Macro domain-like	149	336	4.21e-44	T	08-02-2023	IPR043472	Macro domain-like	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216415.1	d4d95b73ff86dc3bb5845b1e24a3d443	343	Pfam	PF01661	Macro domain	193	302	9.1e-27	T	08-02-2023	IPR002589	Macro domain	NaN	DOMAIN
NP_217773.1	16105a2c270474d809748074a55b4bca	346	SUPERFAMILY	SSF53697	SIS domain	65	346	7.41e-53	T	08-02-2023	IPR046348	SIS domain superfamily	GO:0097367	HOMOLOGOUS_SUPERFAMILY
NP_217773.1	16105a2c270474d809748074a55b4bca	346	SUPERFAMILY	SSF53697	SIS domain	65	346	7.41e-53	T	08-02-2023	IPR046348	SIS domain superfamily	GO:1901135	HOMOLOGOUS_SUPERFAMILY
NP_214734.1	76e18e99938d9f8d9b1243de08a5cd20	403	FunFam	G3DSA:3.40.50.1820:FF:000135	Esterase lipC	114	390	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214734.1	76e18e99938d9f8d9b1243de08a5cd20	403	Pfam	PF20434	BD-FAE	143	349	6.7e-47	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214734.1	76e18e99938d9f8d9b1243de08a5cd20	403	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	124	371	7.13e-53	T	08-02-2023	IPR029058	Alpha/Beta hydrolase fold	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214734.1	76e18e99938d9f8d9b1243de08a5cd20	403	PANTHER	PTHR48081	AB HYDROLASE SUPERFAMILY PROTEIN C4A8.06C	92	392	2.9999999999999997e-47	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217339.1	81d697eb8b518faf3d39d40a2eeef752	809	FunFam	G3DSA:3.30.70.270:FF:000127	CRISPR-associated protein cas10/csm1, subtype III-a/mtube	531	696	2.7e-114	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217339.1	81d697eb8b518faf3d39d40a2eeef752	809	CDD	cd09680	Cas10_III	9	688	0.0	T	08-02-2023	IPR013408	CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1	NaN	FAMILY
NP_217339.1	81d697eb8b518faf3d39d40a2eeef752	809	PANTHER	PTHR36528	CRISPR SYSTEM SINGLE-STRAND-SPECIFIC DEOXYRIBONUCLEASE CAS10/CSM1 (SUBTYPE III-A)	1	809	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217339.1	81d697eb8b518faf3d39d40a2eeef752	809	Pfam	PF18211	Csm1 subunit domain B	280	373	1.5e-34	T	08-02-2023	IPR041062	Csm1, subunit domain B	NaN	DOMAIN
NP_215105.1	1bbe6edfa147e53f1a13bec5ac5a32b3	481	Pfam	PF02470	MlaD protein	39	112	1.2e-10	T	08-02-2023	IPR003399	Mce/MlaD	NaN	DOMAIN
NP_215105.1	1bbe6edfa147e53f1a13bec5ac5a32b3	481	Pfam	PF11887	Cholesterol uptake porter CUP1 of Mce4, putative	137	300	7.7e-10	T	08-02-2023	IPR024516	Mammalian cell entry, C-terminal	NaN	DOMAIN
NP_215105.1	1bbe6edfa147e53f1a13bec5ac5a32b3	481	PANTHER	PTHR33371	INTERMEMBRANE PHOSPHOLIPID TRANSPORT SYSTEM BINDING PROTEIN MLAD-RELATED	4	392	2e-95	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218084.1	2586d0400d263907ead78fa0665f5098	187	SUPERFAMILY	SSF50475	FMN-binding split barrel	5	159	2.0599999999999997e-48	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218084.1	2586d0400d263907ead78fa0665f5098	187	FunFam	G3DSA:2.30.110.10:FF:000017	Flavin-dependent monooxygenase, reductase subunit	3	187	1.4000000000000001e-126	T	08-02-2023	NaN	NaN	NaN	NaN
NP_218084.1	2586d0400d263907ead78fa0665f5098	187	Pfam	PF01613	Flavin reductase like domain	15	160	2.1e-37	T	08-02-2023	IPR002563	Flavin reductase like domain	GO:0010181	DOMAIN
NP_218084.1	2586d0400d263907ead78fa0665f5098	187	PANTHER	PTHR30466	FLAVIN REDUCTASE	4	169	8.1e-39	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214993.1	edaa319b518ff6f99337f620bf37a3f9	348	Pfam	PF11209	LmeA-like phospholipid-binding	130	326	3e-18	T	08-02-2023	IPR021373	Protein of unknown function DUF2993	NaN	FAMILY
NP_215813.1	da49899f725e643069e943a10f7131f0	602	CDD	cd01128	rho_factor_C	332	579	0.0	T	08-02-2023	IPR041703	Transcription termination factor Rho, ATP binding domain	NaN	DOMAIN
NP_215813.1	da49899f725e643069e943a10f7131f0	602	SUPERFAMILY	SSF68912	Rho N-terminal domain-like	36	76	3.41e-05	T	08-02-2023	IPR036269	Rho termination factor, N-terminal domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215813.1	da49899f725e643069e943a10f7131f0	602	Pfam	PF07498	Rho termination factor, N-terminal domain	37	72	7.7e-10	T	08-02-2023	IPR011112	Rho termination factor, N-terminal	GO:0006353	DOMAIN
NP_215813.1	da49899f725e643069e943a10f7131f0	602	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	296	545	2.51e-65	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215813.1	da49899f725e643069e943a10f7131f0	602	FunFam	G3DSA:3.40.50.300:FF:000072	Transcription termination factor Rho	308	594	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215813.1	da49899f725e643069e943a10f7131f0	602	Pfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	334	538	8.6e-25	T	08-02-2023	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	GO:0005524	DOMAIN
NP_215813.1	da49899f725e643069e943a10f7131f0	602	Pfam	PF07497	Rho termination factor, RNA-binding domain	226	303	7.900000000000001e-28	T	08-02-2023	IPR011113	Rho termination factor, RNA-binding domain	GO:0003723	DOMAIN
NP_215813.1	da49899f725e643069e943a10f7131f0	602	Pfam	PF07497	Rho termination factor, RNA-binding domain	226	303	7.900000000000001e-28	T	08-02-2023	IPR011113	Rho termination factor, RNA-binding domain	GO:0006353	DOMAIN
NP_215813.1	da49899f725e643069e943a10f7131f0	602	FunFam	G3DSA:2.40.50.140:FF:000316	Transcription termination factor Rho	190	307	2.9e-76	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215813.1	da49899f725e643069e943a10f7131f0	602	PANTHER	PTHR46425	TRANSCRIPTION TERMINATION FACTOR RHO	36	593	0.0	T	08-02-2023	IPR004665	Transcription termination factor Rho	GO:0003723	FAMILY
NP_215813.1	da49899f725e643069e943a10f7131f0	602	PANTHER	PTHR46425	TRANSCRIPTION TERMINATION FACTOR RHO	36	593	0.0	T	08-02-2023	IPR004665	Transcription termination factor Rho	GO:0005524	FAMILY
NP_215813.1	da49899f725e643069e943a10f7131f0	602	PANTHER	PTHR46425	TRANSCRIPTION TERMINATION FACTOR RHO	36	593	0.0	T	08-02-2023	IPR004665	Transcription termination factor Rho	GO:0006353	FAMILY
NP_215813.1	da49899f725e643069e943a10f7131f0	602	PANTHER	PTHR46425	TRANSCRIPTION TERMINATION FACTOR RHO	36	593	0.0	T	08-02-2023	IPR004665	Transcription termination factor Rho	GO:0008186	FAMILY
NP_215813.1	da49899f725e643069e943a10f7131f0	602	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	227	302	1.08e-14	T	08-02-2023	IPR012340	Nucleic acid-binding, OB-fold	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215945.1	cc34c298d42089d792bc252740c2fa41	422	PANTHER	PTHR33744	CARBOHYDRATE DIACID REGULATOR	4	416	9.7e-60	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215945.1	cc34c298d42089d792bc252740c2fa41	422	Pfam	PF17853	GGDEF-like domain	177	296	2.4e-07	T	08-02-2023	IPR041522	CdaR, GGDEF-like domain	NaN	DOMAIN
NP_215945.1	cc34c298d42089d792bc252740c2fa41	422	Pfam	PF13556	PucR C-terminal helix-turn-helix domain	351	408	2.1e-16	T	08-02-2023	IPR025736	PucR C-terminal helix-turn-helix domain	NaN	DOMAIN
NP_216922.1	a5d92104dd03afe785800948cb033251	142	CDD	cd04623	CBS_pair_bac_euk	11	122	1.91712e-43	T	08-02-2023	IPR044725	CBS domain-containing protein CBSX3, CBS domain	NaN	DOMAIN
NP_216922.1	a5d92104dd03afe785800948cb033251	142	SUPERFAMILY	SSF54631	CBS-domain pair	1	140	2.15e-31	T	08-02-2023	IPR046342	CBS domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216922.1	a5d92104dd03afe785800948cb033251	142	PANTHER	PTHR43080	CBS DOMAIN-CONTAINING PROTEIN CBSX3, MITOCHONDRIAL	1	142	2.5e-32	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216922.1	a5d92104dd03afe785800948cb033251	142	Pfam	PF00571	CBS domain	71	123	2.2e-10	T	08-02-2023	IPR000644	CBS domain	NaN	DOMAIN
NP_216922.1	a5d92104dd03afe785800948cb033251	142	Pfam	PF00571	CBS domain	14	59	3.3e-09	T	08-02-2023	IPR000644	CBS domain	NaN	DOMAIN
NP_217557.1	c33fdb54163494dbb38c6cb26c9d2535	287	FunFam	G3DSA:3.40.50.300:FF:001031	Iron ABC transporter ATP-binding protein	18	276	8e-129	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217557.1	c33fdb54163494dbb38c6cb26c9d2535	287	PANTHER	PTHR43158	SKFA PEPTIDE EXPORT ATP-BINDING PROTEIN SKFE	21	250	6.200000000000001e-38	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217557.1	c33fdb54163494dbb38c6cb26c9d2535	287	Pfam	PF00005	ABC transporter	40	188	3.5e-23	T	08-02-2023	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524	DOMAIN
NP_217557.1	c33fdb54163494dbb38c6cb26c9d2535	287	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	18	252	8.04e-44	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217727.1	e41e82891b696df5ce91beb86235a7e7	527	Pfam	PF00271	Helicase conserved C-terminal domain	257	365	8.3e-29	T	08-02-2023	IPR001650	Helicase, C-terminal	NaN	DOMAIN
NP_217727.1	e41e82891b696df5ce91beb86235a7e7	527	PANTHER	PTHR47963	DEAD-BOX ATP-DEPENDENT RNA HELICASE 47, MITOCHONDRIAL	5	510	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217727.1	e41e82891b696df5ce91beb86235a7e7	527	CDD	cd00268	DEADc	21	232	1.3054999999999999e-93	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217727.1	e41e82891b696df5ce91beb86235a7e7	527	FunFam	G3DSA:3.40.50.300:FF:001952	ATP-dependent RNA helicase RHLE	241	407	8.7e-114	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217727.1	e41e82891b696df5ce91beb86235a7e7	527	CDD	cd18787	SF2_C_DEAD	246	374	1.7813700000000002e-56	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217727.1	e41e82891b696df5ce91beb86235a7e7	527	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	85	383	1.7999999999999998e-70	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217727.1	e41e82891b696df5ce91beb86235a7e7	527	FunFam	G3DSA:3.40.50.300:FF:001060	ATP-dependent RNA helicase RhlE	2	234	1.8e-97	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217727.1	e41e82891b696df5ce91beb86235a7e7	527	Pfam	PF00270	DEAD/DEAH box helicase	35	216	1.2e-49	T	08-02-2023	IPR011545	DEAD/DEAH box helicase domain	GO:0003676	DOMAIN
NP_217727.1	e41e82891b696df5ce91beb86235a7e7	527	Pfam	PF00270	DEAD/DEAH box helicase	35	216	1.2e-49	T	08-02-2023	IPR011545	DEAD/DEAH box helicase domain	GO:0005524	DOMAIN
NP_214903.1	24cd618b24fb7bc7f2e3cfe472b2c5ea	419	Pfam	PF02222	ATP-grasp domain	139	318	3.8e-21	T	08-02-2023	IPR003135	ATP-grasp fold, ATP-dependent carboxylate-amine ligase-type	NaN	DOMAIN
NP_214903.1	24cd618b24fb7bc7f2e3cfe472b2c5ea	419	PANTHER	PTHR43055	FORMATE-DEPENDENT PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE	19	416	2.2e-126	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214903.1	24cd618b24fb7bc7f2e3cfe472b2c5ea	419	SUPERFAMILY	SSF52440	PreATP-grasp domain	24	127	1.12e-17	T	08-02-2023	IPR016185	Pre-ATP-grasp domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214903.1	24cd618b24fb7bc7f2e3cfe472b2c5ea	419	SUPERFAMILY	SSF56059	Glutathione synthetase ATP-binding domain-like	129	340	1.94e-37	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215401.1	9d597720034754df752a95c0dfb081aa	575	CDD	cd04410	DMSOR_beta-like	4	61	4.41144e-12	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215401.1	9d597720034754df752a95c0dfb081aa	575	FunFam	G3DSA:3.50.50.60:FF:000229	NADPH:adrenodoxin oxidoreductase, mitochondrial	208	415	3.3e-77	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215401.1	9d597720034754df752a95c0dfb081aa	575	SUPERFAMILY	SSF51971	Nucleotide-binding domain	112	415	1.02e-46	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215401.1	9d597720034754df752a95c0dfb081aa	575	Pfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase	115	272	3.8e-08	T	08-02-2023	IPR023753	FAD/NAD(P)-binding domain	GO:0016491	DOMAIN
NP_215401.1	9d597720034754df752a95c0dfb081aa	575	SUPERFAMILY	SSF54862	4Fe-4S ferredoxins	1	87	1.52e-16	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215401.1	9d597720034754df752a95c0dfb081aa	575	Pfam	PF00037	4Fe-4S binding domain	40	61	4.2e-06	T	08-02-2023	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	NaN	DOMAIN
NP_215401.1	9d597720034754df752a95c0dfb081aa	575	PANTHER	PTHR11938	FAD NADPH DEHYDROGENASE/OXIDOREDUCTASE	395	543	1.2e-65	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	PANTHER	PTHR11620	60S RIBOSOMAL PROTEIN L23A	5	94	9e-16	T	08-02-2023	IPR013025	Ribosomal protein L25/L23	GO:0003735	FAMILY
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	PANTHER	PTHR11620	60S RIBOSOMAL PROTEIN L23A	5	94	9e-16	T	08-02-2023	IPR013025	Ribosomal protein L25/L23	GO:0005840	FAMILY
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	PANTHER	PTHR11620	60S RIBOSOMAL PROTEIN L23A	5	94	9e-16	T	08-02-2023	IPR013025	Ribosomal protein L25/L23	GO:0006412	FAMILY
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	Pfam	PF00276	Ribosomal protein L23	9	91	8.999999999999999e-31	T	08-02-2023	IPR013025	Ribosomal protein L25/L23	GO:0003735	FAMILY
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	Pfam	PF00276	Ribosomal protein L23	9	91	8.999999999999999e-31	T	08-02-2023	IPR013025	Ribosomal protein L25/L23	GO:0005840	FAMILY
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	Pfam	PF00276	Ribosomal protein L23	9	91	8.999999999999999e-31	T	08-02-2023	IPR013025	Ribosomal protein L25/L23	GO:0006412	FAMILY
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	FunFam	G3DSA:3.30.70.330:FF:000001	50S ribosomal protein L23	1	100	1.4e-35	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	SUPERFAMILY	SSF54189	Ribosomal proteins S24e, L23 and L15e	5	94	3.6e-32	T	08-02-2023	IPR012678	Ribosomal protein L23/L15e core domain superfamily	GO:0003735	HOMOLOGOUS_SUPERFAMILY
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	SUPERFAMILY	SSF54189	Ribosomal proteins S24e, L23 and L15e	5	94	3.6e-32	T	08-02-2023	IPR012678	Ribosomal protein L23/L15e core domain superfamily	GO:0005840	HOMOLOGOUS_SUPERFAMILY
NP_215217.1	bb96de5bb59cffe7236ee660ded417ad	100	SUPERFAMILY	SSF54189	Ribosomal proteins S24e, L23 and L15e	5	94	3.6e-32	T	08-02-2023	IPR012678	Ribosomal protein L23/L15e core domain superfamily	GO:0006412	HOMOLOGOUS_SUPERFAMILY
NP_215343.1	d2ca7738ffa74dbbaee64ddba99ad966	140	Pfam	PF00383	Cytidine and deoxycytidylate deaminase zinc-binding region	8	68	1.3e-10	T	08-02-2023	IPR002125	Cytidine and deoxycytidylate deaminase domain	NaN	DOMAIN
NP_215343.1	d2ca7738ffa74dbbaee64ddba99ad966	140	FunFam	G3DSA:3.40.140.10:FF:000093	POSSIBLE DEAMINASE	5	127	1.4e-88	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215343.1	d2ca7738ffa74dbbaee64ddba99ad966	140	PANTHER	PTHR11079	CYTOSINE DEAMINASE FAMILY MEMBER	6	72	7.2e-09	T	08-02-2023	NaN	NaN	NaN	NaN
